"","postcode","suburb","state","dc","type","lat","lon","Population","Area","PRent","AgeMedian","IncMedian","EduAvg","PRCrime","PSCrime"
"5335",3011,"SEDDON","VIC","WEST FOOTSCRAY DC","Delivery Area                                ",-37.808769,144.895486,26875,6.17143046549738,69.0335863811539,31.5577628976356,39831.4861368299,16,2822,4878
"5336",3011,"SEDDON WEST","VIC","WEST FOOTSCRAY DC","Delivery Area                                ",-37.795059,144.866197,30571,5.18290507331606,53.743030947194,47.4690826706176,44336.391463988,18,3752,4076
"5337",3012,"BROOKLYN","VIC","WEST FOOTSCRAY DC","Delivery Area                                ",-37.814624,144.847108,15870,3.76007278426916,39.8871116759474,26.4214400136585,47903.3718484411,20,4309,5858
"5338",3012,"KINGSVILLE","VIC","WEST FOOTSCRAY DC","Delivery Area                                ",-37.812635,144.881803,20957,4.34349843269312,72.7256142256957,25.5970621774838,46074.5560825655,18,4169,3413
"5339",3012,"KINGSVILLE WEST","VIC","WEST FOOTSCRAY DC","Delivery Area                                ",-37.795059,144.866197,19300,5.9836739970619,32.0328799753382,30.7134008853472,43771.4845855069,16,3596,2762
"5340",3012,"MAIDSTONE","VIC","WEST FOOTSCRAY DC","Delivery Area                                ",-37.782096,144.874299,23547,4.92904993304174,71.7885159782304,20.7719709086383,49593.3010546143,17,4897,993
"5341",3012,"TOTTENHAM","VIC","WEST FOOTSCRAY DC","Delivery Area                                ",-37.799065,144.857829,24355,4.96044983473679,25.8961237047517,29.2326420773785,58784.3293925792,18,2808,4294
"5342",3012,"WEST FOOTSCRAY","VIC","WEST FOOTSCRAY DC","Delivery Area                                ",-37.797701,144.879924,19286,5.78477072292931,36.5430211265455,31.7062286316121,48614.5874600712,15,3421,2867
"5343",3013,"YARRAVILLE","VIC","WEST FOOTSCRAY DC","Delivery Area                                ",-37.816178,144.889774,22031,6.11197640914648,35.5688953142563,38.3845030797707,38909.3430614033,16,4179,4891
"5344",3013,"YARRAVILLE WEST","VIC","WEST FOOTSCRAY DC","Delivery Area                                ",-37.818019,144.883582,23236,5.00942241236901,39.8054340481243,24.1910548931436,49459.0594648632,13,3267,5858
"5345",3015,"NEWPORT","VIC","NEWPORT DC","Delivery Area                                ",-37.842477,144.883145,14544,3.69181742586333,41.8197234188584,39.408230630194,41795.1440576399,16,3395,4328
"5346",3015,"SOUTH KINGSVILLE","VIC","NEWPORT DC","Delivery Area                                ",-37.833627,144.870742,11670,6.04527501649738,50.8661040881627,17.6378049529516,56951.1269666616,20,3022,5411
"5347",3015,"SPOTSWOOD","VIC","NEWPORT DC","Delivery Area                                ",-37.82967,144.885078,25284,5.04032039151986,72.5162252032772,23.9598194090921,49921.0847146874,17,3848,1584
"5348",3016,"WILLIAMSTOWN","VIC","NEWPORT DC","Delivery Area                                ",-37.856902,144.897698,16285,3.80198396017015,65.9404355991369,36.7825241112074,39838.8249254852,20,1635,4557
"5349",3016,"WILLIAMSTOWN NORTH","VIC","NEWPORT DC","Delivery Area                                ",-37.857681,144.887041,25369,5.61520337577309,42.3121369200962,49.837668205069,27659.0166339407,17,3555,5848
"5350",3018,"ALTONA","VIC","NEWPORT DC","Delivery Area                                ",-37.869275,144.830286,27393,5.54633314753601,57.8832559211714,36.6474169069928,47037.2960684309,16,4773,4517
"5351",3018,"SEAHOLME","VIC","NEWPORT DC","Delivery Area                                ",-37.867992,144.843609,18806,4.88121337249475,46.6085989185709,31.2476873688352,49151.4968393619,17,4476,3543
"5352",3019,"BRAYBROOK","VIC","WEST FOOTSCRAY DC","Delivery Area                                ",-37.779309,144.855359,31548,4.7453725364215,62.1469850420288,34.5832965260803,35395.8512514708,20,1293,6492
"5353",3019,"BRAYBROOK NORTH","VIC","WEST FOOTSCRAY DC","Delivery Area                                ",-37.84536,144.894555,23122,4.64577665241558,32.4678874338264,46.5631145990489,43124.5021609332,18,3184,4474
"5354",3019,"ROBINSON","VIC","WEST FOOTSCRAY DC","Delivery Area                                ",-37.834094,145.040941,17059,3.50785783280385,48.9373418176541,13.6420893002886,40388.9115799336,17,2577,5529
"5355",3020,"ALBION","VIC","SUNSHINE DC","Delivery Area                                ",-37.775954,144.819395,31431,4.65025902005953,71.7017109202232,39.4818268910173,54849.0024384148,18,3845,4554
"5356",3020,"GLENGALA","VIC","SUNSHINE DC","Delivery Area                                ",-37.788346,144.809505,13650,3.03699855911956,46.2671489845047,18.0986694269822,32375.5955609676,17,3942,5363
"5357",3020,"SUNSHINE NORTH","VIC","SUNSHINE DC","Delivery Area                                ",-37.768904,144.830258,22563,4.06339203766566,76.860991566381,33.297183573846,40742.4500575265,17,4836,3268
"5358",3020,"SUNSHINE WEST","VIC","SUNSHINE DC","Delivery Area                                ",-37.79983,144.81845,25614,5.7062084934556,39.1473351919405,32.0929169458696,54771.3785550864,15,2972,5349
"5359",3021,"ALBANVALE","VIC","ST ALBANS DC","Delivery Area                                ",-37.745934,144.770027,25927,4.35816973399198,46.6378461656216,35.2215799344265,50049.0868687432,17,2557,4863
"5360",3021,"KEALBA","VIC","ST ALBANS DC","Delivery Area                                ",-37.742331,144.825918,30181,6.0547470349001,54.4122215170889,45.2561287885822,39587.9908732982,17,4520,4645
"5361",3021,"KINGS PARK","VIC","ST ALBANS DC","Delivery Area                                ",-37.734277,144.780872,23724,5.03002852069163,84.0318296086367,34.204420862297,42559.5291911158,15,4195,4280
"5362",3021,"ST ALBANS","VIC","ST ALBANS DC","Delivery Area                                ",-37.745063,144.799626,18590,3.58861641935706,64.7829894980085,46.2289936902248,45499.3172765367,20,2945,3685
"5363",3022,"ARDEER","VIC","SUNSHINE DC","Delivery Area                                ",-37.78292,144.801018,17718,3.99966426178424,62.9399566918124,26.6420084254865,51926.1395360702,18,4055,3572
"5364",3022,"DEER PARK EAST","VIC","SUNSHINE DC","Delivery Area                                ",-37.740815,144.797867,28602,7.21638424477094,44.2922081058466,45.6709205971515,40134.3379556951,14,2693,5191
"5365",3023,"BURNSIDE","VIC","SUNSHINE DC","Delivery Area                                ",-37.753381,144.752618,22919,4.37363417570279,45.6987640533787,35.8612576473932,56889.1875626117,21,4266,5876
"5366",3023,"BURNSIDE HEIGHTS","VIC","SUNSHINE DC","Delivery Area                                ",-37.771039,144.772248,17771,5.67995848996272,55.1335858215995,29.338243860901,46902.8432239653,16,4558,4133
"5367",3023,"CAIRNLEA","VIC","SUNSHINE DC","Delivery Area                                ",-37.762076,144.754169,36477,5.49937486007958,50.0879287819482,17.778363173598,38760.1537268853,15,2470,1335
"5368",3023,"CAROLINE SPRINGS","VIC","SUNSHINE DC","Delivery Area                                ",-37.74124,144.736311,28975,5.49746804458731,42.3529157341546,44.2206682524308,50595.917934879,17,3587,3293
"5369",3023,"DEER PARK","VIC","SUNSHINE DC","Delivery Area                                ",-37.770312,144.77472,24529,4.65260648312822,69.454183050156,19.0068891951177,45348.3733557405,19,4543,4325
"5370",3023,"DEER PARK NORTH","VIC","SUNSHINE DC","Delivery Area                                ",-37.744466,144.751767,21342,5.29476247782723,59.9617914157124,21.4523658392658,52369.6112015798,16,3384,5600
"5371",3023,"RAVENHALL","VIC","SUNSHINE DC","Delivery Area                                ",-37.766501,144.738709,18221,4.07095661639175,54.1738946616557,34.0634803529463,36446.4508042658,18,4826,4737
"5372",3024,"MAMBOURIN","VIC","HOPPERS CROSSING DEL CENTRE","Delivery Area                                ",-37.899873,144.556552,22608,4.93216885918807,44.6366204117099,24.2496506430844,41120.2496003067,18,4149,4909
"5373",3024,"MOUNT COTTRELL","VIC","HOPPERS CROSSING DEL CENTRE","Delivery Area                                ",-37.76516,144.609501,22545,4.72193996401356,69.1320443346103,32.9459588555555,45364.4054053757,15,4791,4958
"5374",3024,"WYNDHAM VALE","VIC","HOPPERS CROSSING DEL CENTRE","Delivery Area                                ",-37.891641,144.629467,29541,3.84022574658201,16.5837803983226,11.613180491001,34738.8880504382,19,2226,3311
"5375",3025,"ALTONA EAST","VIC","NEWPORT DC","Delivery Area                                ",-37.835657,144.85995,18808,5.09559142291829,37.7181734654049,41.1839727650283,44023.0935046896,14,2829,4924
"5376",3025,"ALTONA GATE","VIC","NEWPORT DC","Delivery Area                                ",-37.825297,144.842988,21827,5.85506959454542,50.0701483369714,41.0410681132767,47140.5871576204,21,4037,5315
"5377",3025,"ALTONA NORTH","VIC","NEWPORT DC","Delivery Area                                ",-37.842879,144.850049,28196,4.60622826601316,30.17503974397,37.2089569543888,68139.4831863615,20,4153,5561
"5378",3026,"LAVERTON NORTH","VIC","HOPPERS CROSSING DEL CENTRE","Delivery Area                                ",-37.841653,144.795959,13321,4.62210398938348,39.9694341199879,32.6712395807168,46257.5408650663,19,4558,4878
"5379",3027,"LAVERTON RAAF","VIC","HOPPERS CROSSING DEL CENTRE","Delivery Area                                ",-37.859941,144.760517,26412,7.22913179124194,42.2092730823219,45.7293043579151,42313.751108815,19,3897,2797
"5380",3028,"ALTONA MEADOWS","VIC","HOPPERS CROSSING DEL CENTRE","Delivery Area                                ",-37.871632,144.778084,20064,5.6591690492433,37.5299017232717,36.5921673470816,47755.8855931881,19,3656,6499
"5381",3028,"LAVERTON","VIC","HOPPERS CROSSING DEL CENTRE","Delivery Area                                ",-37.866939,144.761748,22510,5.72300082488105,50.4520059329675,26.2225138505214,55510.7554104763,20,3067,5401
"5382",3028,"SEABROOK","VIC","HOPPERS CROSSING DEL CENTRE","Delivery Area                                ",-37.877626,144.75777,16682,5.95475121824861,48.5120871431077,19.0804430718687,44889.3545936525,21,2936,4761
"5383",3029,"HOPPERS CROSSING","VIC","HOPPERS CROSSING DEL CENTRE","Delivery Area                                ",-37.882636,144.700297,26156,3.40854374862321,44.9355518059279,21.3267507735304,43895.5851868046,17,3919,5632
"5384",3029,"TARNEIT","VIC","HOPPERS CROSSING DEL CENTRE","Delivery Area                                ",-37.823738,144.692893,23646,4.80451068753862,47.1711813482313,19.4366647155648,38429.2685715686,19,3120,2502
"5385",3029,"TRUGANINA","VIC","HOPPERS CROSSING DEL CENTRE","Delivery Area                                ",-37.825004,144.748931,23933,3.5488268811121,65.4813520204961,37.7204864258218,40483.5488356303,17,4914,3609
"5386",3030,"COCOROC","VIC","HOPPERS CROSSING DEL CENTRE","Delivery Area                                ",-37.969994,144.582987,25037,5.67010578547459,57.8240963945604,20.0440615986903,45212.0234634529,18,3070,4615
"5387",3030,"DERRIMUT","VIC","HOPPERS CROSSING DEL CENTRE","Delivery Area                                ",-37.797549,144.771097,26400,4.93443613967751,45.2048253904545,21.3550207222094,45873.2293774295,19,3049,5253
"5388",3030,"POINT COOK","VIC","HOPPERS CROSSING DEL CENTRE","Delivery Area                                ",-37.914616,144.751038,17698,5.76126645077985,48.0243374036814,27.1529378281125,52164.127802355,20,3198,2512
"5389",3030,"QUANDONG","VIC","HOPPERS CROSSING DEL CENTRE","Delivery Area                                ",-37.838725,144.554915,22318,5.03420921256441,45.8285804234525,26.420347400469,52042.4551437702,18,2548,5317
"5390",3030,"WERRIBEE","VIC","HOPPERS CROSSING DEL CENTRE","Delivery Area                                ",-37.903337,144.657731,28104,4.53313412188503,62.021099544654,35.5206003200565,38653.1231949494,16,3685,4303
"5391",3030,"WERRIBEE SOUTH","VIC","HOPPERS CROSSING DEL CENTRE","Delivery Area                                ",-37.903337,144.657731,24788,5.15985129173083,36.1100997171607,38.0558161624162,38110.4224732221,20,1118,2011
"5392",3031,"FLEMINGTON","VIC","MOONEE PONDS DC","Delivery Area                                ",-37.788375,144.931472,30395,4.65778589313424,55.020757143026,41.7497673933886,46099.5898058177,16,3266,4777
"5393",3031,"KENSINGTON","VIC","MOONEE PONDS DC","Delivery Area                                ",-37.794333,144.929217,20014,4.68542217631404,46.0444425862061,33.0387709263511,24792.0417685112,19,2617,3673
"5394",3032,"ASCOT VALE","VIC","MOONEE PONDS DC","Delivery Area                                ",-37.77583,144.923377,18705,3.41710601866298,28.0102293690845,25.566031002019,46739.1574416773,17,2528,4869
"5395",3032,"HIGHPOINT CITY","VIC","MOONEE PONDS DC","Delivery Area                                ",-37.773272,144.888794,22583,3.94370630058858,45.1132623203437,2.80521513091541,42049.4513920322,16,4201,4604
"5396",3032,"MARIBYRNONG","VIC","MOONEE PONDS DC","Delivery Area                                ",-37.772229,144.886116,22866,5.32038798277921,73.1866649602862,42.7036621913186,34324.7248872468,18,2706,3020
"5397",3032,"TRAVANCORE","VIC","MOONEE PONDS DC","Delivery Area                                ",-37.777773,144.929915,19359,5.17143885052673,39.7947505086451,30.8575264149227,64619.4990538655,16,2999,2322
"5398",3033,"KEILOR EAST","VIC","NIDDRIE DC","Delivery Area                                ",-37.736264,144.796336,21949,5.01579062508318,51.5545807435486,8.49857904702425,46958.5744574956,21,4005,3659
"5399",3034,"AVONDALE HEIGHTS","VIC","NIDDRIE DC","Delivery Area                                ",-37.742284,144.81515,26646,3.37631911930261,57.9493690612568,32.9556228913563,38272.126542087,13,2891,6187
"5400",3036,"KEILOR","VIC","NIDDRIE DC","Delivery Area                                ",-37.718965,144.834166,21193,5.49775955270494,56.8622765014224,28.0623788447873,44188.673211863,19,4278,4011
"5401",3036,"KEILOR NORTH","VIC","NIDDRIE DC","Delivery Area                                ",-37.704771,144.814229,26634,5.59186047788425,61.2861902857734,34.2110560794725,44157.7329957722,15,2519,4590
"5402",3037,"DELAHEY","VIC","ST ALBANS DC","Delivery Area                                ",-37.715579,144.780474,13016,5.16531990153545,34.0277340366765,32.8951243598384,30366.0898402604,13,3152,4601
"5403",3037,"HILLSIDE","VIC","ST ALBANS DC","Delivery Area                                ",-37.691437,144.74002,22102,3.82499554473217,67.2321472578526,17.5051524617744,38917.3967383767,17,2813,5171
"5404",3037,"SYDENHAM","VIC","ST ALBANS DC","Delivery Area                                ",-37.70004,144.764617,16853,3.70351052378363,52.1519994210142,19.0126010506055,43410.428851942,16,2928,2564
"5405",3037,"TAYLORS HILL","VIC","ST ALBANS DC","Delivery Area                                ",-37.710381,144.766791,20972,5.03976331714381,73.3977052361961,33.5725925213399,38611.0520665375,17,4790,3913
"5406",3038,"KEILOR DOWNS","VIC","ST ALBANS DC","Delivery Area                                ",-37.725726,144.811346,21712,4.90792529480404,60.92961105243,29.1229466265677,50573.8614745007,15,1903,4974
"5407",3038,"KEILOR LODGE","VIC","ST ALBANS DC","Delivery Area                                ",-37.695768,144.797032,25204,5.10525961013475,54.8021066567564,36.7417220233135,57414.551740092,19,5984,4058
"5408",3038,"TAYLORS LAKES","VIC","ST ALBANS DC","Delivery Area                                ",-37.698758,144.78766,22014,4.80451634069458,42.6568636301644,24.597721111524,48024.1672176561,19,5584,5358
"5409",3038,"WATERGARDENS","VIC","ST ALBANS DC","Delivery Area                                ",-37.698952,144.777576,22545,5.15284553940881,11.2036230425972,24.4224990735679,44143.0775829781,22,4768,2500
"5410",3039,"MOONEE PONDS","VIC","MOONEE PONDS DC","Delivery Area                                ",-37.765707,144.919163,15888,5.176878218416,65.121898074658,28.8940158658563,33870.5189936307,17,2041,4211
"5411",3040,"ABERFELDIE","VIC","MOONEE PONDS DC","Delivery Area                                ",-37.75669,144.896259,22356,4.56198364479345,45.9975060206764,33.5184349371337,37540.6223754856,16,4543,3702
"5412",3040,"ESSENDON","VIC","MOONEE PONDS DC","Delivery Area                                ",-37.754973,144.917407,25540,6.13140817557977,50.8688282962949,34.1419735869566,40485.55714584,16,2601,3357
"5413",3040,"ESSENDON WEST","VIC","MOONEE PONDS DC","Delivery Area                                ",-37.753802,144.888271,31428,4.98589563811679,42.9428935543725,44.3361873095947,56056.2723998768,17,2677,3845
"5414",3041,"ESSENDON NORTH","VIC","MOONEE PONDS DC","Delivery Area                                ",-37.744374,144.909853,17245,4.42239313467738,65.3948069558054,35.2850860039418,46339.8497628884,18,1715,4014
"5415",3041,"STRATHMORE","VIC","MOONEE PONDS DC","Delivery Area                                ",-37.735876,144.919176,25033,4.7411008184678,48.994887734385,30.5216628462512,32054.1522447539,18,2490,5020
"5416",3041,"STRATHMORE HEIGHTS","VIC","MOONEE PONDS DC","Delivery Area                                ",-37.716678,144.897568,21085,5.71763131025267,59.3808847495013,31.8043456370254,46562.105976839,17,4625,4580
"5417",3042,"AIRPORT WEST","VIC","NIDDRIE DC","Delivery Area                                ",-37.711698,144.887037,14947,4.96177056853503,52.9195264549929,22.5102467278444,45751.4182316965,21,4307,4171
"5418",3042,"KEILOR PARK","VIC","NIDDRIE DC","Delivery Area                                ",-37.72465,144.850373,24643,5.06885355935108,55.4323416146293,45.6479961159323,52882.5808332316,14,4131,5712
"5419",3042,"NIDDRIE","VIC","NIDDRIE DC","Delivery Area                                ",-37.736031,144.889072,33208,4.11636937416931,49.9059037279545,33.4943584932125,57266.4407882897,16,2334,1571
"5420",3043,"GLADSTONE PARK","VIC","NIDDRIE DC","Delivery Area                                ",-37.68861,144.883628,19957,4.93051589322145,41.373311809336,18.0816920598839,25623.885839154,20,4520,4793
"5421",3043,"GOWANBRAE","VIC","NIDDRIE DC","Delivery Area                                ",-37.706316,144.894885,15751,5.82835444651864,45.6491003765174,22.990645548027,42975.0178955508,20,3473,5747
"5422",3043,"TULLAMARINE","VIC","NIDDRIE DC","Delivery Area                                ",-37.68656,144.882698,20891,5.2637748198118,51.1164076942702,18.3632560357856,50251.9797066352,17,2667,4183
"5423",3044,"PASCOE VALE","VIC","PRESTON DC","Delivery Area                                ",-37.727568,144.939122,26514,4.28153705046346,56.5884702061913,29.2285638309092,44542.8599139478,20,3755,5675
"5424",3044,"PASCOE VALE SOUTH","VIC","PRESTON DC","Delivery Area                                ",-37.739198,144.945722,33276,4.40211446551499,57.2887128098627,41.5592986685873,47628.8032441036,15,2694,5193
"5425",3045,"MELBOURNE AIRPORT","VIC","NIDDRIE DC","Delivery Area                                ",-37.668873,144.833931,16654,6.15032867017025,65.9998931463255,20.3379080010099,59287.3216396873,17,3631,4967
"5426",3046,"GLENROY","VIC","PRESTON DC","Delivery Area                                ",-37.704581,144.915758,25257,5.94919736999663,72.5923981057759,38.4121086450173,38930.0472138848,21,3228,4554
"5427",3046,"HADFIELD","VIC","PRESTON DC","Delivery Area                                ",-37.707238,144.93832,24497,6.52691020354153,44.8981124746228,14.0421039045841,37345.0955133649,13,4736,5253
"5428",3046,"OAK PARK","VIC","PRESTON DC","Delivery Area                                ",-37.71817,144.919959,28222,3.86006831901098,12.438190854954,35.2913805741504,49014.7779655665,19,3028,5768
"5429",3047,"BROADMEADOWS","VIC","SOMERTON DC","Delivery Area                                ",-37.680792,144.921009,24903,5.69022140495306,60.2238907746625,32.5865045507476,50921.1140679918,21,3028,4430
"5430",3047,"DALLAS","VIC","SOMERTON DC","Delivery Area                                ",-37.673333,144.931141,20947,2.99102915386673,44.9814883022683,22.4100923011302,46187.3123714183,16,2879,4092
"5431",3047,"JACANA","VIC","SOMERTON DC","Delivery Area                                ",-37.690301,144.915729,13169,4.19093090566446,51.1505930619964,25.1856211305256,53208.6016211457,19,3799,4066
"5432",3048,"COOLAROO","VIC","SOMERTON DC","Delivery Area                                ",-37.651811,144.930466,22752,3.25366170519281,54.7234688727314,37.2181558611378,48581.3256912319,18,1957,3826
"5433",3048,"MEADOW HEIGHTS","VIC","SOMERTON DC","Delivery Area                                ",-37.64986,144.922104,21194,5.39109378760914,38.4249224608583,34.2198288876286,46131.5049633201,19,4958,4788
"5434",3049,"ATTWOOD","VIC","SOMERTON DC","Delivery Area                                ",-37.667515,144.88529,22267,5.13876154403542,82.4969620933335,28.4070466162935,45975.8438540936,23,4247,4725
"5435",3049,"CALDER PARK","VIC","ST ALBANS DC","Delivery Area                                ",-37.700648,144.755896,14860,5.28252911077076,48.2718388564696,14.3548745033312,43910.2379224014,20,4393,4479
"5436",3049,"WESTMEADOWS","VIC","SOMERTON DC","Delivery Area                                ",-37.673551,144.90086,30948,5.36954183791608,44.7877931004574,34.1121693295825,29119.5845561111,18,2990,2736
"5437",3050,"ROYAL MELBOURNE HOSPITAL","VIC","CARLTON DC","Delivery Area                                ",-37.798631,144.955627,16958,6.03052467642769,40.1169450122724,30.4032427540195,51373.1082860327,18,2325,3613
"5438",3051,"NORTH MELBOURNE","VIC","CITY DELIVERY CENTRE","Delivery Area                                ",-37.905996,145.056254,18114,6.13828590945758,53.0926094821543,28.789687354896,33335.9560684754,18,3543,5278
"5439",3052,"MELBOURNE UNIVERSITY","VIC","CARLTON DC","Delivery Area                                ",-37.796152,144.961351,21504,4.43002153518811,44.0094504513643,48.6699290016596,48820.4001643424,18,4041,5265
"5440",3052,"PARKVILLE","VIC","CARLTON DC","Delivery Area                                ",-37.788531,144.947731,26339,3.81428147455161,48.6303421485385,24.8716705634955,46363.2485005035,21,2268,6270
"5441",3053,"CARLTON","VIC","CARLTON DC","Delivery Area                                ",-37.784337,144.969747,19769,3.81532083104923,65.9379389243366,33.7076463641406,51018.8391296783,15,2039,3030
"5442",3053,"CARLTON SOUTH","VIC","CARLTON DC","Delivery Area                                ",-37.778987,145.0026,19144,5.85997509151312,60.1258317275365,40.9768886650498,43157.49158814,19,2256,4577
"5443",3054,"CARLTON NORTH","VIC","CARLTON DC","Delivery Area                                ",-37.784337,144.969747,29486,5.90071294665053,51.3398792841494,38.9649981812584,48146.6604150131,17,3703,2853
"5444",3054,"PRINCES HILL","VIC","CARLTON DC","Delivery Area                                ",-37.780995,144.962792,22422,4.23627075458938,57.5645444724037,15.0613014944407,36893.967264584,19,3840,3278
"5445",3055,"BRUNSWICK SOUTH","VIC","PRESTON DC","Delivery Area                                ",-37.772049,144.944635,15833,4.45231505057946,47.4978465101168,15.3883622410424,46453.4489712341,18,3512,4375
"5446",3055,"BRUNSWICK WEST","VIC","PRESTON DC","Delivery Area                                ",-37.762489,144.961176,16833,6.53690158861466,44.3101082196189,39.3802547013349,40982.1041890949,20,2607,6009
"5447",3055,"MOONEE VALE","VIC","PRESTON DC","Delivery Area                                ",-37.763919,144.940314,22721,4.05591046106566,28.9467607056393,21.5498639979347,46239.7224936971,19,3218,4494
"5448",3055,"MORELAND WEST","VIC","PRESTON DC","Delivery Area                                ",-37.713902,144.937112,26815,4.34068113209173,18.6854146509099,24.6984213552626,44577.534822135,18,3012,2824
"5449",3056,"BRUNSWICK","VIC","PRESTON DC","Delivery Area                                ",-37.764829,144.943778,33983,4.55244241903022,34.5907352111755,29.0717561692874,52306.5698931615,17,4491,4741
"5450",3056,"BRUNSWICK LOWER","VIC","PRESTON DC","Delivery Area                                ",-37.759717,144.95137,20184,5.21471666389756,66.3309450210293,25.6506922477853,49369.1157613613,19,2920,4445
"5451",3056,"BRUNSWICK NORTH","VIC","PRESTON DC","Delivery Area                                ",-37.760071,144.972291,22949,6.50036224796835,51.5694425455814,29.2241574843371,49137.115239157,19,2403,4697
"5452",3057,"BRUNSWICK EAST","VIC","PRESTON DC","Delivery Area                                ",-37.76491,144.979567,27357,5.5671381349649,51.1806265615581,33.3773605841072,41594.0823155592,16,3022,3573
"5453",3058,"BATMAN","VIC","PRESTON DC","Delivery Area                                ",-37.733524,144.962837,29574,4.78117226658849,55.8310242898617,21.0215682356056,48010.6249518532,20,3042,4743
"5454",3058,"COBURG","VIC","PRESTON DC","Delivery Area                                ",-37.743188,144.966279,28673,3.87548113234773,40.2359034995009,30.845397289348,34719.5892462077,16,3944,3639
"5455",3058,"COBURG NORTH","VIC","PRESTON DC","Delivery Area                                ",-37.730842,144.971699,22256,4.9823282156728,53.073347862239,57.3630229982016,55005.3646020553,15,1132,5977
"5456",3058,"MERLYNSTON","VIC","PRESTON DC","Delivery Area                                ",-37.720932,144.96131,26705,5.78079050877093,69.0880730484949,32.5358570957851,56215.1698076116,17,3035,4890
"5457",3058,"MORELAND","VIC","PRESTON DC","Delivery Area                                ",-37.748315,144.961827,12810,4.93304825240889,22.422103010401,43.4381386077499,51255.9009505444,16,2716,5907
"5458",3059,"GREENVALE","VIC","SOMERTON DC","Delivery Area                                ",-37.642984,144.88872,15450,4.54991821552792,45.6340330555613,16.5040847870082,23513.8023685071,23,2826,3189
"5459",3060,"FAWKNER","VIC","PRESTON DC","Delivery Area                                ",-37.759823,144.89571,19769,4.61415571264846,69.733519992704,44.9501569406833,48261.8691658519,18,4799,6440
"5460",3060,"FAWKNER EAST","VIC","PRESTON DC","Delivery Area                                ",-37.709159,144.950411,19412,3.71567584969676,45.6315168223675,11.4147383643434,53064.6798445981,16,3380,4121
"5461",3060,"FAWKNER NORTH","VIC","PRESTON DC","Delivery Area                                ",-37.705055,144.944577,15758,5.35652792127178,53.5734329566475,21.7601969350513,47786.6261553866,16,2758,6455
"5462",3061,"CAMPBELLFIELD","VIC","SOMERTON DC","Delivery Area                                ",-37.643746,144.951369,26588,6.01594183518443,62.3674585831321,36.8991564159345,44633.3167026039,16,5019,3363
"5463",3062,"SOMERTON","VIC","SOMERTON DC","Delivery Area                                ",-37.642563,144.944259,21609,5.15041240610054,69.4660882618728,30.3101120128676,54145.177029729,17,4339,5378
"5464",3063,"OAKLANDS JUNCTION","VIC","SOMERTON DC","Delivery Area                                ",-37.629826,144.839244,19731,4.16864122272714,46.8792299549703,35.6644110831092,62027.3546833665,16,4296,4035
"5465",3063,"YUROKE","VIC","SOMERTON DC","Delivery Area                                ",-37.589589,144.879406,19750,6.89439311547273,77.8843973791265,60.3130687382129,25384.3515305327,13,2650,4935
"5466",3064,"CRAIGIEBURN","VIC","SOMERTON DC","Delivery Area                                ",-37.598975,144.941287,28055,3.67408716841395,63.0138408023485,34.2843106193348,38622.7826716794,18,4946,3983
"5467",3064,"DONNYBROOK","VIC","SOMERTON DC","Delivery Area                                ",-37.542028,144.963579,25647,5.10602238718674,56.3544148341761,44.8327581766316,39622.4985277684,21,2528,3616
